docno,title,producer,genre,description,num_episodes,rating,num_reviews,link
j3p1u80n,The Wire at 20,HBO Max,TV & Film,"Few shows are as beloved as the HBO Original Series The Wire. In honor of its 20th anniversary, HBO is releasing a brand new podcast hosted by musician and actor Method Man and featuring revealing interviews with the show’s most memorable voices. Over eight episodes, the podcast will look back at David Simon’s sprawling five-season drama and unpack its complex themes, cultural influence, and ongoing legacy. The Wire at 20 podcast is produced by HBO and Campside Media. Stream all five seasons of The Wire now on HBO Max.",9,4.9,256,https://podcasts.apple.com/us/podcast/the-wire-at-20/id1626527232
5eqdrd52,BiggerPockets Real Estate Podcast,BiggerPockets,Business,"On the BiggerPockets Real Estate Podcast, co-hosts David Greene and Rob Abasolo interview real estate investors and entrepreneurs about successes, failures, and hard-earned lessons. Through in-depth conversations, 1-on-1 listener coaching calls, and news analysis, you’ll get a breakdown of real strategies that work for different niches and experience levels. Tune into the #1 real estate investing podcast every Tuesday, Thursday, and Sunday.",694,4.8,15100,https://podcasts.apple.com/us/podcast/biggerpockets-real-estate-podcast/id594419649
p5jtwb3l,The Stacks,Traci Thomas,Arts,"The Stacks is your one stop shop to talk books and reading. Guests will join the host, Traci Thomas for lively discussions about books and the ways they have shaped their lives, and they way we all understand culture, race, politics, and more. The last Wednesday of each month Traci and guest will break down a book in detail as part of The Stacks Book Club. Make sure to check the website www.thestackspodcast.com for more details, including upcoming The Stacks Book Club picks.",275,4.9,1500,https://podcasts.apple.com/us/podcast/the-stacks/id1362164483
c5hrdrtu,The Video Archives Podcast with Quentin Tarantino and Roger Avary,"Quentin Tarantino & Roger Avary, Stitcher",TV & Film,"Quentin Tarantino and Roger Avary invite you to become a customer at Video Archives, the store that started it all. Joined by their announcer Gala Avary, they’ll travel back in time to revisit old classics and discover new favorites, pulled from the actual VHS tapes that Quentin and Roger used to recommend to customers at the original Video Archives store in Manhattan Beach. From controversial James Bond films to surprising exploitation flicks, the duo will expose you to movies you didn't know you'd love, give awards to their favorites, and of course, rate the quality of the video transfer.",19,4.8,432,https://podcasts.apple.com/us/podcast/the-video-archives-podcast-with-quentin-tarantino/id1627069896
pk7pnmlo,Catalyst with Shayle Kann,Post Script Media,Technology,"Investor Shayle Kann is asking big questions about how to decarbonize the planet: How cheap can clean energy get? Will artificial intelligence speed up climate solutions? Where is the smart money going into climate technologies? Every week on Catalyst, Shayle explains the world of ""climate tech"" with prominent experts, investors, researchers, and executives. The show is a co-production of Post Script Media and Canary Media.",52,5.0,147,https://podcasts.apple.com/us/podcast/catalyst-with-shayle-kann/id1593204897
nhb4o6ty,The History Chicks,The History Chicks | Wondery,History,Two women. Half the population. Several thousand years of history. About an hour.,264,4.7,6900,https://podcasts.apple.com/us/podcast/the-history-chicks/id415983183
xgwbl8em,The Dark Paranormal,The Dark Paranormal,Society & Culture,"True Stories, from terrified people. The darkest unexplained stories, direct from the source. Keep one eye open, or you may end up on the show. See acast.com/privacy for privacy and opt-out information.",89,4.8,460,https://podcasts.apple.com/us/podcast/the-dark-paranormal/id1523210122
69gftii4,The Fasting Method Podcast,The Fasting Method,Health & Fitness,"The Fasting Method Podcast is your source for the science of intermittent fasting, offering the best advice and most compelling insight on what it takes to lose the weight for good.  Co-hosted by world-leading fasting experts, Megan Ramos, Nadia Pateguana, N.D., and Terri Lance, Ph.D., each episode takes a deep dive on a range of hot topics, and answers listeners' questions about fasting.",53,4.9,314,https://podcasts.apple.com/us/podcast/the-fasting-method-podcast/id1593883196
vefs1h6o,VERY DELTA,MOM,TV & Film,"Legendary Emmy Award-winning drag queen Delta Work (RuPaul’s Drag Race) hosts this Luxury Public Access Podcast and YouTube Talk Show where she looks gorgeous, welcomes very special guests, and goes off on important issues that are Very Delta, from good fast-food drive-through manners to the perfect “sexretary” shoe. Do you want to hear her go off? I think you want to hear her go off. Produced by Moguls of Media and the Forever Dog Podcast Network.",22,5.0,5,https://podcasts.apple.com/us/podcast/very-delta/id1653647354
1ypgij14,State of the Union,CNN,News,"Hosted by CNN's Jake Tapper and Dana Bash, State of the Union features interviews with top newsmakers on politics and policy—covering Washington, the country, and the world.",224,3.4,1000,https://podcasts.apple.com/us/podcast/state-of-the-union/id309575412
1axxmq84,The Gathering Pod,Martha Beck,Education,"Welcome to a virtual gathering that will kindle your curiosity and soothe your soul! Join Martha Beck for the podcast edition of her weekly Facebook event, and listen in as she touches on a spirituality or personal growth topic that’s on her mind. You'll also hear the lively conversation that follows as Martha opens the floor to questions from the live viewers. With topics ranging from courage to creativity, purpose to intuition, these discussions will engage and support you on your journey to self-knowledge. Ready to connect with a community of like-minded seekers? Welcome to the Gathering Pod.",103,4.9,260,https://podcasts.apple.com/us/podcast/the-gathering-pod/id1544173982
cxzlmfst,Akademiks Twitch Clips,Akademiks Twitch Clips,Music,"Akademiks Twitch Clips, These clips are not owned by this channel. These clips are from Dj Akademiks Twitch Stream. Dj Akademiks gives hip-hop commentary and breaking news over on his twitch channel. Here you can get all the highlights you might have missed. Support this podcast: https://anchor.fm/akademikstwitchclips/support",129,3.3,117,https://podcasts.apple.com/us/podcast/akademiks-twitch-clips/id1449088843
br2p09pg,American Scandal,Wondery,History,"Every scandal begins with a lie. But the truth will come out. And then comes the fallout and the outrage.Scandals have shaped America since its founding. From business and politics to sports and society, we look on aghast as corruption, deceit and ambition bring down heroes and celebrities, politicians and moguls. And when the dust finally settles, we’re left to wonder: how did this happen? Where did they trip up, and who is to blame? From the creators of American History Tellers, Business Wars and Tides of History comes American Scandal, where we take you deep into the heart of America’s dark side to look at what drives someone to break the rules and what happens when they’re caught. Hosted by Lindsay Graham.New episodes come out every Tuesday for free, with 1-week early access for Wondery+ subscribers. Get all episodes - including exclusive seasons - ad-free on Wondery+ or on Amazon Music with a Prime membership or Amazon Music Unlimited subscription.",217,4.6,15500,https://podcasts.apple.com/us/podcast/american-scandal/id1435516849
kt9pmfdr,Hard Fork,The New York Times,Technology,"“Hard Fork” is a show about the future that’s already here. Each week, journalists Kevin Roose and Casey Newton explore and make sense of the latest in the rapidly changing world of tech.",8,4.3,3400,https://podcasts.apple.com/us/podcast/hard-fork/id1528594034
5fl0rk90,The Fox News Rundown,Fox News,News,"The FOX News Rundown is the place to find in-depth reporting on the news that impacts you. Each morning, Mike Emanuel, Dave Anthony, Lisa Brady, Jessica Rosenthal and Chris Foster take a deep dive into the major and controversial stories of the day, tapping into the massive reporting resources of FOX News to provide a full picture of the news.  Plus, every evening The FOX News Rundown: War On Ukraine brings you up to date reporting and analysis on the crisis unfolding in that country and on the weekend, you’ll hear everything that’s going on in the beltway with The FOX News Rundown: From Washington and special uncut, unedited interviews with The FOX News Rundown: Extra.  Each day The FOX News Rundown features insight from top newsmakers, along with FOX News reporters and contributors, plus a daily commentary on a significant issue of the day. Check us out twice a day, every day.FOX News Rundown: War On Ukraine:With Russia launching a full-scale invasion against its sovereign neighbor, The FOX News Rundown is there to provide in-depth coverage on the conflict. Every evening The FOX News Rundown: War On Ukraine provides up to date reporting and analysis on the crisis unfolding in that country. With insight from experts and reporting from correspondents on the ground, The FOX News Rundown brings you everything you need to know about the armed conflict.",589,3.5,1300,https://podcasts.apple.com/us/podcast/the-fox-news-rundown/id1303660358
kuf3ssdb,Cornbread Mafia,iHeartPodcasts,True Crime,"This is a story about Marion County, Kentucky, a place with farming, moonshine, and pride in its bloodline. It’s a place that laid the foundation for a network of marijuana-growing outlaws called the Cornbread Mafia. Into this world walked a man named Johnny Boone, who set out to grow and harvest one of the greatest outdoor marijuana crops in modern times.But his timing was all wrong, and soon Marion County found itself at the national center of the War on Drugs. In their effort to take Johnny Boone and his syndicate down, law enforcement officials arrested 70 people...all from this pocket of Kentucky. It was the biggest marijuana bust in American history, and no one ever said a word.On Cornbread Mafia, we’re going to Marion County and finding out how a turning point in federal drug policy reshaped the story of a local community and had consequences that lasted for generations.",4,4.8,178,https://podcasts.apple.com/us/podcast/cornbread-mafia/id1651286609
