docno,title,description,genre,rating,num_reviews
mwhrlb70,"Your College Bound Kid | Admission Tips, Admission Trends & Admission Interviews","Each Thursday, the ""Your College-Bound Kid"" podcast will discuss a hot college admissions article; answer a question from a listener;  interview a ""thought leader"" in the world of college admissions, and do a Spotlight on a college. Every Monday, we will have a second episode with announcements and an interview with a ""thought leader"" in the world of college admissions or college life. YCBK combines in-depth knowledge and insights about college admissions with a lighthearted, easy-to-listen-to style.",Kids & Family,4.7,168
1pbzbydu,BADLANDS,"Badlands is a true crime podcast that dives deep into the real stories of the famous– at their most infamous. Hosted by Jake Brennan, each season explores the real life crimes and scandalous careers of the world’s most popular cultural figures. In an all new special season, Jake tells the stories of legendary athletes whose misdeeds off the field are as unbelievable as some of their record-breaking plays. New episodes explore some of the most notorious and controversial all-stars, featuring the insane true stories of Ray Lewis, Michael Vick, Diego Maradona, Joe Namath, and many more.Listen to new episodes of Badlands wherever you get your podcasts, or binge the entire new season exclusively on Amazon Music at amazon.com/badlands.",History,4.4,995
i1mdd56z,Useless Information Podcast,"Podcasting since 2008! - It really is all true! Quirky, bizarre, and unusual stories from the Flip Side of History.",History,4.6,1700
1mrj6nb3,RAWTALK,RAWTALK,Comedy,4.8,1600
peut8rky,the memory palace,"From public radio producer, Nate DiMeo, comes The Memory Palace, a finalist for the 2016 Peabody Award and one of iTunes Best Podcast of 2015. Short, surprising stories of the past, sometimes heartbreaking, sometimes hysterical, often a little bit of both.""The most potent pieces of audio being produced today."" - The AvClub thememorypalace.usThe Memory Palace is a proud member of Radiotopia, from PRX, a curated network of extraordinary, story-driven shows. Learn more at radiotopia.fm",History,4.8,6500
u7711eb4,Faith Matters,"Faith Matters offers an expansive view of the Restored Gospel, thoughtful exploration of big and sometimes thorny questions, and a platform that encourages deeper engagement with our faith and our world.We focus on the Latter-day Saint (Mormon) tradition, but believe we have much to learn from other traditions and fully embrace those of other beliefs.",Religion & Spirituality,4.8,896
3ajyr5e4,The Goal Digger Podcast,"Author of ""How Are You, Really?"" Jenna Kutcher is redefining what success means and how you can find more joy, ease, and peace in the pursuit of your goals.If you’re ready to rewrite the parts of your life that are inauthentic so that you can move forward in confidence, it’s time to ask yourself the question you’ve been avoiding, ""How Are You, Really?"" Grab your copy today!How do I build my dream job? How do I make money online? Am I ready to leave my 9 to 5?  How do I market my business? How can I create passive income? How can I grow my Instagram following? And the biggest question of all, can I *really* turn my passion into profits? Whether you’re a dreamer, have a side hustle, or you’re growing an empire, this is the show for you.The Goal Digger Podcast is a live-workshop style business and marketing podcast packed with actionable step-by-step tips that are helping thousands redefine success and chase bolder dreams. You can train with the experts on how to dig in, do the work, and tackle your biggest goals along the way.Host Jenna Kutcher brings you social media strategies, productivity tips, business hacks, authentic entrepreneurship truths and inspirational stories that can help YOU design your dream business and life. Jenna shares tangible, actionable advice that she used to escape the 9-5 hustle and become a self-made millionaire through photography, digital courses, affiliate marketing, and influencer campaigns. She’s sharing everything that has helped her navigate over a decade of entrepreneurship.Along with sharing her best-kept secrets, she interviews the top women in the industry who will share their secrets to ensure you are seen, heard, (and hired!) With 50 million downloads and counting, the Goal Digger movement is growing every day and now it’s YOUR TURN to hear from the experts, get inspired, and tackle your biggest goals along the way.Proud Member of the Hubspot Podcast Network",Business,4.8,11100
owm0ycu0,Ridiculous Crime,"True Crime is more than blood, guts, mayhem, and murder. Zaron Burnett and Elizabeth Dutton share outlandish tales of capers, heists, and cons that shine a light on the absurd and outrageous side of criminality. Always 99% murder-free and 100% ridiculous, this is Ridiculous Crime, a podcast by iHeartRadio.",History,4.5,872
kr4o8hoc,Unbiased Science,"Dr. Jessica Steier, a public-health expert, and Dr. Andrea Love, an immunology expert, are the hosts of Unbiased Science, a podcast devoted to objective, critical appraisal of available evidence on health-related topics relevant to listeners’ daily lives. Follow them on Instagram at www.instagram.com/unbiasedscipod",Science,4.6,341
uya3ebou,Digging Up the Duggars,"We're taking it allll the way back to the very first Discovery special. A rewatch for me (Whitney) and a side-eyed first watch for me (Tim). In light of some...uh...legal happenings, we look back from the beginnings of this saga to catch the cringe, the red flags, and the tater tot casserole.",TV & Film,4.8,83
pznpngmv,The Trillionaire Mindset,"Hosted by Ben Cahn and Emil DeRosa — a licensed Wall Street trader and his skeptical best friend — The Trillionaire Mindset highlights the funnier side of the business, political, and financial world. Analyzing popular stocks and political happenings, Ben and Emil dive deep into the hilarious underbelly of our economy. It's an insightful, hilarious, and occasionally chaotic way to learn about finance and politics. New episodes every Friday. Bonus eps on tmgstudios.tv (http://tmgstudios.tv/)",Business,4.9,1400
l59de0th,Bobby Wonder: Superhero Adventure Stories for Kids,"Bobby just found out he's from another planet, he has superpowers, and Mighty Mila is out to get him! At least protecting his hometown of Pflugerville will be a little easier with Grabstack, his hilarious constant companion, at his side. Bobby Wonder, part of the GoKidGo universe of shows for kids, is written and directed by NY Times bestselling children's author Patrick Carman, starring Danny Pudi (Ducktales, Mythic Quest, Community), Kat McNamara (The Stand, Arrow, Shadowhunters), and Ian James Corlett (The Loud House, Vampirina, Dragon Ball Z). For ages six and up.",Kids & Family,4.5,587
z51l0fiq,WTF with Marc Maron Podcast,"Marc Maron welcomes comedians, actors, directors, writers, authors, musicians and folks from all walks of life to his home for amazingly revealing conversations. Marc's probing, comprehensive interview style allows guests to express themselves in ways listeners have never heard. Sign up here for WTF+ to get the full show archives and weekly bonus material!  https://plus.acast.com/s/wtf-with-marc-maron-podcast. Hosted on Acast. See acast.com/privacy for more information.",Comedy,4.6,25500
onybus5o,Lights Camera Barstool,"A movie podcast for the common man by the Big Time Movie Boys @JeffDLowe, @KenJac and @Trillballins. We talk about movies, food and pop culture the same way you talk about movies and pop culture with your friends.You can find every episode of this show on Apple Podcasts, Spotify or YouTube. Prime Members can listen ad-free on Amazon Music. For more, visit barstool.link/lightscamerabarstool",TV & Film,4.9,6300
42nxq5iq,Makers & Mystics,"Makers & Mystics is the podcast for the art-driven, spiritually adventurous seekers of truth and lovers of life.",Arts,4.9,329
kcstk4vq,The Dropout,"Money. Romance. Tragedy. Deception. The story of Elizabeth Holmes and Theranos is an unbelievable tale of ambition and fame gone terribly wrong. How did the world’s youngest self-made female billionaire lose it all in the blink of an eye? How did the woman once heralded as “the next Steve Jobs” find herself facing criminal charges — to which she pleaded not guilty — and up to decades in prison? How did her technology, meant to revolutionize health care, potentially put millions of patients at risk? And how did so many smart people get it so wrong along the way? ABC News chief business, technology and economics correspondent Rebecca Jarvis, along with producers Taylor Dunn and Victoria Thompson, take listeners on a journey that includes a multi-year investigation. You'll hear exclusive interviews with former employees, investors, and patients, and for the first-time, the never-before-aired deposition testimony of Elizabeth Holmes, and those at the center of this story. Then, go inside the courtroom as 12 jurors decide the fate of the Theranos founder; three years after she was first charged, we find out how this saga finally ends.",True Crime,4.6,23300
q10zmids,Constant Wonder,"Stay in tune with our phenomenal world. Join Marcus Smith for explorations of hidden marvels in nature, forgotten heroes of history, and life stories that both humble and inspire. Constant Wonder is a production of BYUradio.",Science,4.7,64
jcvrqeew,Too Scary; Didn't Watch,"A horror movie recap podcast for those too scared to watch for themselves; hosted by Emily Gonzalez, Henley Cox and Sammy Smart. New episodes every Wednesday!",TV & Film,4.7,829
1pfk4qve,Security Now (Audio‪)‬,"Steve Gibson, the man who coined the term spyware and created the first anti-spyware program, creator of SpinRite and ShieldsUP, discusses the hot topics in security today with Leo Laporte.Records live every Tuesday at 4:30pm Eastern / 1:30pm Pacific / 21:30 UTC.",Technology,4.7,1800
bidvi76z,The Government Contracts Legal Round-Up,"Government Contracts Legal Round Up is a podcast focusing on important developments facing government contractors and grant recipients.  Hosts David Robbins and Marc Van Allen discuss key developments in this ever-changing field in an easy-to-absorb style.  Often joined by colleagues and guests, programs focus on the most relevant executive orders, regulations, proposed and final rules that affect the FAR and relevant agency FAR supplements, decisions from GAO, the boards and courts.",Government,5.0,2
78vjzrpx,LA MAGIA DEL CAOS con Aislinn Derbez,"La Magia del Caos es un podcast de Aislinn Derbez y es un espacio para cuestionarte quién eres y cómo es la vida que deseas crear. Vas a encontrar entrevistas con terapeutas, artistas, emprendedores y expertos que van desde cómo lidiar con todo lo que hoy nos limita (relaciones, miedo, cambios, creencias limitantes, maternidad, duelo…), hasta cómo empezar a expandir tu consciencia.Síguenos en @lamagiadelcaos y puedes vernos en YouTube.Un podcast que se desprende de la plataforma de bienestar La Magia del Caos.",Health & Fitness,4.8,688
zfztgfv3,Grow Weed at Home with Homegrown Cannabis Co‪.‬,"Homegrown Cannabis Co. is America's premium seed bank, but we don't just stop at supplying growers with top quality cannabis seeds. We publish a wealth of educational content in conjunction with some of our closest collaborators, such as Kyle Kushman, Steve DeAngelo and Swami Chaitanya who will help you learn how to grow weed.We want to teach our customers how to grow marijuana, growing cannabis can be an intimidating adventure but we're here to help. Join host Kronic as he shows you everything you need to know about growing marijuana plants. Want weed growing instructions? Look no further!",Leisure,4.1,58
g33pla7t,was that TMI‪?‬,"Being real, brutally honest, and over sharing is one of the things that roped in an audience of over 2 million for Sadie Crowell. Listen in for some laughs, advice, and join in on her journey of taking on social media as a full time career at 19.",Society & Culture,4.9,2400
xepz9b9e,A History of Rock Music in 500 Songs,"Andrew Hickey presents a history of rock music from 1938 to 1999, looking at five hundred songs that shaped the genre.",Music,4.8,996
ouvqboeh,Hacker And The Fed,"Former FBI Special Agent Chris Tarbell and ex-Anonymous/LulzSec blackhat hacker Hector Monsegur (aka Sabu) faced off as adversaries in cyberspace before becoming close friends and podcast co-hosts.Listen to Tarbell, co-founder of the elite cybersecurity firm NAXO, and Monsegur, a top network penetration tester and security engineer, break down the must-know cybersecurity news and topics of the week. You’ll walk away from each episode with unique perspectives on keeping your family, your company, and yourself safe from cyber attacks.",Technology,5.0,29
x418k36z,Stanford Psychology Podcast,"The Stanford Psychology Podcast invites leading psychologists to talk about what’s on their mind lately. Join Eric Neumann, Anjie Cao, Kate Petrova, Bella Fascendini, and Joseph Outa as they chat with their guests about their latest exciting work. Every week, an episode will bring you new findings from psychological science and how they can be applied to everyday life. The opinions and views expressed in this podcast represent those of the speaker and not necessarily Stanford's. Subscribe at stanfordpsypod.substack.com. Let us hear your thoughts at stanfordpsychpodcast@gmail.com. Follow us on Twitter @StanfordPsyPod. Soundtrack: Corey Zhou (UCSD). Logo: Sarah Wu (Stanford)",Science,4.3,31
qmc3px7i,BibleThinker,"Learn to think biblically about everything! Teaching theology, apologetics, and verse-by-verse Bible studies. Mike Winger teaches with clarity, doesn't shy away from controversial topics, and always seeks to teach the Bible accurately. This podcast will equip you to know and defend the Christian faith and understand the Bible in a deeper way.",Religion & Spirituality,4.9,1500
gmfcsnxt,Not What You Thought You Knew,"Think you know your history? Think again.From the stories of the former slave that taught Charles Darwin to the first female playwright who was a spy for the English King... Historian, author and broadcaster Dr Fern Riddell is exploring some little-known characters from history to reveal not just their incredible stories, but also why they're so important for our view of what the past looked like. Hosted on Acast. See acast.com/privacy for more information.",History,4.0,170
wcm40guc,Nature Sounds for Relaxation and Meditation,"https://anchor.fm/relaxing-sounds-of-nature/subscribeNature Sounds for Relaxation and Meditation. The calming sounds of nature help insomnia suffers as a sleep aid, they help concentration for study and relaxing.SHARING MOMENTS OF PEACE, CALM AND HEALING WITH THE WORLD.If you find these Podcasts relaxing, why not share them with your friends, especially those you feel lead stressful lives. They will thank you for gifting them a few moments of calm.",Music,4.3,62
vmmlxr0o,Running Smoke,"Running Smoke, hosted by journalist Rajiv Golla, is a white-knuckle true story about fast cars, organized crime, and a NASCAR driver fighting for the future of his nation.",True Crime,5.0,60
32zroj99,"The Changelog: Software Development, Open Source","Conversations with the hackers, leaders, and innovators of the software world.  Hosts Adam Stacoviak and Jerod Santo face their imposter syndrome so you don’t have to. Expect in-depth interviews with the best and brightest in software engineering, open source, and leadership. This is a polyglot podcast. All programming languages, platforms, and communities are welcome. Open source moves fast. Keep up.",Technology,4.7,217
hqo2p060,User Defenders – UX Design & Personal Growth,"Being a great UX designer begins and ends with being a great human. We can't pour an empty cup into another. We can’t lead others where we are not. This UX podcast helps UX’ers become the best, most powerful designers (and humans) they can be. Yes, you'll discover how-to’s, but much more importantly you'll discover why-to’s.Every episode is sure to inspire and equip you on how to better fight for your users and business, and dare I say change the world (even if only for one human at a time) in a much deeper and more tangible way than you ever thought possible.",Arts,4.8,199
sch7zhx7,KFC Radio,"Hosted by KFC and Feitelberg, KFC Radio is the quintessential bar conversation brought to podcast form. Listener interaction is the name of the game as Barstool readers and listeners contribute their Stoolie Voicemails to drive the conversation to strange places including embarrassing personal stories, bizarre hypothetical questions, and more. New episodes of the hilarious Barstool Network flagship show are released every Monday, Tuesday and Thursday.You can find every episode of this show on Apple Podcasts, Spotify or YouTube. Prime Members can listen ad-free on Amazon Music. For more, visit barstool.link/kfcr",Comedy,4.7,17100
i70ztypg,X-Ray Vision,"From Emmy-award winner Jason Concepcion and Crooked Media comes X-Ray Vision, a new weekly podcast that transcends pop culture and entertainment by taking listeners from Middle-earth to Waystar Royco, and everything in between. Hold on to your cape as we journey through the zeitgeist-iest (patent pending) of film, TV, and comics– guided by Jason’s one-of-a-kind analysis and expert guests. Test your fandom knowledge with panel discussions on the latest nerd news, casting, and show lore while staying tuned for deep dives into all of your favorite franchises. New episodes released weekly.Editors’ Notes: “There’s not a secret sauce to podcasting, there’s only ever two ingredients: information and entertainment value,” Jason Concepcion tells Apple Podcasts. “Every episode is an attempt to combine those two things in a way that feels true and engages the audience.” In each weekly episode of Crooked Media’s X-Ray Vision, Concepcion and co-hosts Rosie Knight and Cody Ziglar share insightful analysis of the shows, movies, and comic book properties that are dominating the pop culture conversation—whether it's the ever-expanding Marvel cinematic universe, DC Comics fandom, or the latest episode of Succession. Concepcion got his first taste of podcasting when he worked as a Senior Creative for the sports and pop culture website The Ringer. In addition to covering the NBA, he and Mallory Rubin collaborated on Binge Mode, in which they went beyond the surface coverage of phenomena like Game of Thrones and Harry Potter to get deep into the detail and backstory of the original texts. “It was an incredible experience just from a learning standpoint, but also was incredibly fun and gratifying,” he says. “It tapped into just things that I'm passionate about and that I cared about.” While he believes X-Ray Vision is also research-heavy, Concepcion wants to make the show more conversational and doesn't want listeners to feel like they were listening to a Wikipedia article. “We always go into covering something with the idea of respecting the material—which helps in the fact that we’re sincerely passionate about the stuff we like,” he says. “I think one of the most important things, granular knowledge of a topic aside, is making that knowledge accessible.” Jason is also the host of Takeline, a fast-paced exploration of the NBA, world of sports, and pop culture.",TV & Film,4.8,1000
1z8nglaa,Shut Up & Sit Down,The world's best board game review show.,Leisure,4.9,1500
x4i8dumy,Brains On! Science podcast for kids,"Brains On!® is a science podcast for curious kids and adults from American Public Media. Each week, a different kid co-host joins Molly Bloom to find answers to fascinating questions about the world sent in by listeners. Like, do dogs know they’re dogs? Or, why do feet stink? Plus, we have mystery sounds for you to guess, songs for you to dance to, and lots of facts -- all checked by experts.",Kids & Family,4.5,10500
6di406lb,Truthify Podcast,"Welcome to Truthify - a reality check podcast where we talk about advice, morals, values, and life problems all in one place. Support this podcast: https://anchor.fm/truthify-podcast/support",Society & Culture,4.1,27
ekhj8ae8,Clean With Me,"Cleaning motivation and entertainment as you trudge through those mundane household chores. Get productive as an understanding host gently talks you through cleaning each area of your home, keeping you focused and on task. Season 1 was Raani, Season 2 was her daughter, Jessica, and in Season 3 the two hosts alternate. New episodes most Wednesdays. To Support this show on Patreon, Choose Jessica: https://www.patreon.com/join/CleanwithmeORRaani: https://www.patreon.com/user?u=42177753Or both.",Leisure,4.5,458
z69gstoh,Of-By-For the People‪!‬,"Conversations centered around the American Experiment, our Constitution, the Bill of Rights, and headlines!",Government,5.0,8
fbe47bgi,My History Can Beat Up Your Politics,"Since 2006, this podcast has been using history to elevate today's political debates.  ""The perfect antidote to bloviating talking heads, My History is thoughtful, nuanced, and highly engaging."" -Columbia Journalism Review",History,4.6,976
iahwi3cw,This is Love,Love is more than you think.From the creators of Criminal. New episodes twice a month.,Society & Culture,4.7,8000
6zisnixa,Black Girl Flow Podcast,"Black Girl Flow provides a space for the twenty-something-year-old’s that still hasn’t figured out this whole “adulting” thing. Having met in College, Co-hosts Lexy, and Livi come together to have thought-provoking conversations on lifestyle choices, identity and of course love.",Society & Culture,4.5,100
yuqp8pwm,Private Pilot Podcast by MzeroA.com,A Good Pilot Is Always Learning,Leisure,4.7,223
l3brhmzq,Art Smack,"Welcome to Jerry Gogosian's new weekly Art World podcast hosted by Jerry and art market insider Matt C.Through conversations and interviews with industry movers, we'll tackle the latest art world headlines and their cross-overs into pop culture, politics, financial markets, and more.Join us as we verbally attempt to disentangle this wild, wild world. Available on iTunes, Spotify, and wherever else you get your podcast.",Arts,4.2,20
mafz21no,The Trade Guys,"Trade experts Scott Miller and Bill Reinsch break down the buzz around trade, how it affects policy, and how it impacts your day-to-day. The Trade Guys is hosted every week by H. Andrew Schwartz at the Center for Strategic and International Studies (CSIS), a nonpartisan think tank in Washington, D.C. Email your questions to TradeGuys@csis.org.",Government,4.6,111
n3o8lwu4,Behind the Song,"Dig deep into the lyrics of classic rock songs and the storytellers that created them in ""Behind The Song,"" a podcast by The Drive's Janda Lane. Hear what was happening behind the scenes while some of the most iconic songs in rock history were being written.",Music,4.7,197
sy7nbxal,Berning In Hell,"Host Hannah Berner gets her guests to open up about their own personal hell. She interviews comedians, reality stars, and entrepreneurs who are admired for their good looks, massive followings, dream jobs, and luxurious lifestyles but Hannah proves that we all have demons. You’ll laugh and cry listening to guests open up about their biggest insecurities, fears, and anxieties. The devil works hard, but Hannah works harder. Follow Hannah on Instagram and Twitter @beingbernz Hosted on Acast. See acast.com/privacy for more information.",Comedy,4.4,4400
deqiets2,Marvel’s Wastelanders: Wolverine,"Thirty years ago, Super Villains won. After killing the Avengers, the X-Men, and nearly every other Super Hero, the Red Skull assumed the office of President of the United States. Since that day, a traumatized Wolverine (Robert Patrick) has wandered in a daze of survivor’s guilt and self-loathing over his failure to protect his fellow X-Men and their mutant students.Wolverine encounters Sofia, a young mutant in-hiding and vows to transport her into the safe hands of estranged former X-Men Kitty Pryde and Rachel Summers. When the Red Skull and his top lieutenant Crossbones frame Wolverine and escalate anti-mutant sentiment to dangerous new levels, our hero realizes that his only option may be to face Red Skull and his savage allies head on. But a shocking, terrible truth may destroy Wolverine first...Marvel's Wastelanders: Wolverine is the fourth installment in the “Marvel's Wastelanders” audio epic. Starring Robert Patrick as Wolverine. Written and Directed by Jenny Turner Hall, with sound design by Michael Odmark and Daniel Brunelle, and original music by Rhett Miller and John Burdick. Learn more at marvel.com/wastelanders.",Fiction,4.6,255
jjqrfeqi,Bankless,"The Ultimate Guide to Crypto Finance. DeFi, NFTs, and cryptocurrencies. Level up. Go bankless.",Business,4.8,824
ss4b2ko9,On The Ledge,"On The Ledge is a podcast all about indoor gardening - helping you to grow everything from Aloe vera to the ZZ plant.  Presenter Jane Perrone has been nuts about houseplants since she was knee high to a Swiss cheese plant. She quizzes the experts, helps you find cool new stuff to grow and figures out how to fix your plant problems. For more information, email ontheledgepodcast@gmail.com or visit janeperrone.com.",Leisure,4.9,526
nx2wrguu,Passenger List,"Atlantic Flight 702 has disappeared mid-flight between London and New York with 256 passengers on board. Kaitlin Le (Kelly Marie Tran), a college student whose twin brother vanished with the flight, is determined to uncover the truth. Passenger List is a mystery thriller podcast from PRX’s Radiotopia.",Fiction,4.4,3800
rfs7m6or,Alex Wagner Tonight,"Alex Wagner brings an enormous breadth of reporting experience to her new show, where she’ll cover news of the day, politics, and the cultural trends shaping our country and ourselves, leaving viewers with a better understanding of what’s happening in the world.",News,4.6,427
n5i3ecy2,The AI Podcast,"One person, one interview, one story. Join us as we explore the impact of AI on our world, one amazing person at a time -- from the wildlife biologist tracking endangered rhinos across the savannah here on Earth to astrophysicists analyzing 10 billion-year-old starlight in distant galaxies to the Walmart data scientist grappling with the hundreds of millions of parameters lurking in the retailer’s supply chain. Every two weeks, we’ll bring you another tale, another 25-minute interview, as we build a real-time oral history of AI that’s already garnered nearly 3.4 million listens and been acclaimed as one of the best AI and machine learning podcasts. So whether you’re contending with challenges in marketing or mathematics, astrophysics or paleo history or just trying to find an automated way to sort out your kid’s growing Lego pile, listen in and get inspired.",Technology,4.5,199
jvxv7y1b,Dan Snow's History Hit,History! The most exciting and important things that have ever happened on the planet! Featuring reports from the weird and wonderful places around the world where history has been made and interviews with some of the best historians writing today. Dan also covers some of the major anniversaries as they pass by and explores the deep history behind today's headlines - giving you the context to understand what is going on today. Hosted on Acast. See acast.com/privacy for more information.,History,4.8,2900
oc5e4q5a,Velshi,MSNBC anchor Ali Velshi brings his sharp analysis and perspective to weekend mornings.,News,4.6,303
xy8wbmzf,New Rory & MAL,"New stories, new laughs, new random hot takes that no one asked for... New Rory & Mal.",Music,4.7,6200
705h5l06,You Bet Your Garden,"“You Bet Your Garden” touted as an hour of “chemical-free horticultural hijinks,” is a weekly, nationally syndicated broadcast hosted by Mike McGrath. It is produced in the studios of PBS39 in Bethlehem, PA. This weekly call-in program offers ‘fiercely organic’ advice to gardeners far and wide.",Leisure,4.5,361
8fnaa6jo,The Draymond Green Show,4-time NBA champion Draymond Green sounds off on the NBA and goes 1-on-1 with some of the biggest names in basketball,Sports,4.5,1300
6c86edkc,Tales to Terrify,"The unseen creature whose ravenous fangs dog your every step as your footfalls echo down the midnight alleyway. —A long, icy shadow looming over you, making the hairs on your neck rise and your breath turn to ragged puffs of mist. —Unearthly howls that pierce the night, pulling you from the comfort of sleep with feverish, heart-pounding dread. —Welcome to Tales to Terrify, a weekly horror fiction podcast that gets under your skin, lays eggs and hatches writhing baby horrors nursed on your darkest fears. We're unique in our simplicity, bringing pure tales of terror to your ears audiobook-style – unadulterated and unadorned. Support this show http://supporter.acast.com/talestoterrify. Hosted on Acast. See acast.com/privacy for more information.",Fiction,4.5,573
f4s4891t,Gray Matters,"The C. Boyden Gray Center for the Administrative State, at George Mason University’s Antonin Scalia Law School, supports research and debate on the modern administrative state, and the constitutional issues surrounding it. In this podcast, we’ll discuss some of the questions being debated around modern administration — some new questions, some timeless ones. And you can also get the audio from Gray Center events.",Government,5.0,11
2sm0pgt7,A Bit of Optimism,"During these times, we are all having to find new ways to connect.  Join me every week as I talk with people that inspire me, about love, life, leadership, and silver linings. The hope is that we all leave with something I think we need these days… A Bit of Optimism.",Society & Culture,4.8,1200
qxo82jkv,ESPN Daily,"Wake up to the best sports story you'll hear all day. Monday through Friday, host Pablo Torre brings you an inside look at the most interesting stories at ESPN, as told by the top reporters and insiders on the planet. The breaking news of SportsCenter. The deep dive storytelling of 30 for 30. Get the very best of ESPN. Daily.",Sports,4.6,3600
id03e7l4,Talkin’ Giants (Giants Podcast‪)‬,"We are a podcast dedicated to New York Giants football getting you all the news and analysis you need. Bobby Skinner and Justin Penik will keep you informed, updated and bring you Interviews of current and former Giants as well as media members around the team.",Sports,4.9,2000
dihuynju,The Lorehounds,"Welcome to the Lorehounds! We’re David & John and we break down your favorite TV shows, movies and more! Covering shows like Andor, The White Lotus and The Rings of Power, we are part of the Bald Move network. Find us on our Patreon or over on the Bald Move Discord server. patreon.com/thelorehoundsdiscord.gg/baldmove",TV & Film,4.7,145
9807pgmy,Legal AF by MeidasTouch,"Hosted by MeidasTouch founder and civil rights lawyer, Ben Meiselas and national trial lawyer and strategist, Michael Popok, Legal AF (Legal Analysis Friends) is a hard-hitting, thought-provoking look at this week’s most compelling developments at the intersection of law and politics.Executive Produced by Meidas Media Network. New episodes every Sunday.",News,4.9,1300
4fx18mlj,By The Book,"Half reality show, half self-help podcast, and one wild social experiment. Join comedian Jolenta Greenberg and culture critic Kristen Meinzer as they live by the rules of a different self-help book each episode to figure out which ones might actually be life changing.",Comedy,4.6,5200
a2m0mdd1,FoundMyFitness,"A podcast about health, science, nutrition, aging, and fitness.",Health & Fitness,4.8,4800
14gcu1se,Crypto Over Coffee ☕️ by Hashoshi // Weekly Cryptocurrency Updates,"Listen weekly to get the latest news, explanations and insights about blockchain, cryptocurrency, and other technologies that will change our lives! Whether you're a complete beginner or a tech-guru, if you want to learn, laugh, and ask questions, this podcast is for you! As a part of this community, you will get access to news stories, beginner-friendly education, product reviews, and fun interviews with startups and industry leaders all in one convenient place. There’s a lot to talk about, so let’s hash it out!",Technology,4.8,54
bea9x5j1,"Building the Future: Freedom, Prosperity, and Foreign Policy with Dan Runde","Hosted by Dan Runde, William A. Schreyer Chair and Director, Project on Prosperity and Development, Building the Future explores topics at the intersection of global development, foreign policy, and national security. In each episode, Dan sits down for a discussion with a leading expert from government, the private sector, and international organizations to discuss the challenges and opportunities facing the world today.",Government,4.3,19
8ppi3djf,Elizabeth the First,"In a world where “influence” equals follower counts and likes, there was one woman who, over the course of her career and half a century before, defined the meaning of influence and transformed its power.  She went the distance by living a remarkable life beyond the dazzle - breaking ground as the first true influencer.Her name?  Elizabeth Taylor.Narrated by Katy Perry, Elizabeth the First is a 10-episode podcast series exploring the life of Elizabeth Taylor as Hollywood icon, mother, wife, entrepreneur, advocate… and influencer.Elizabeth the First is produced by Imperative Entertainment in association with House of Taylor and Kitty Purry Productions. Executive producers are Katy Perry, Jason Hoch, and Stephanie Koff. Elizabeth the First is narrated by Katy Perry, produced by Jason Hoch, and written by Stephanie Koff.  Sound Engineering and audio editing by Shaine Freeman and Jason Hoch.House of Taylor Trustees are Quinn Tivey, Tim Mendelson, and Barbara Berkowitz, and its Brand Strategy Consultant is Erin Dawkins.  Marshall Eskowitz and Carey Schwartz of Sunset Blvd serve as Producing Partners and represent House of Taylor for Elizabeth Taylor licensing and content opportunities.Jasha Klebe wrote and composed the original score.  Additional music provided by Rhys Tivey.Photo Credit: Elizabeth Taylor, ©BertSternTrust photographed by Bert Stern. Cover art and design by Jeana Sullivan.If you’d like to support The Elizabeth Taylor AIDS Foundation, visit http://elizabethtayloraidsfoundation.org.And, if you’d like to go deeper into the world of Elizabeth Taylor, keep an eye out for the first authorized biography about her life. Elizabeth Taylor: the Grit & Glamour of an Icon by #1 New York Times bestselling author Kate Andersen Brower will be out on December 6.",Society & Culture,3.8,181
el0wyu74,Tower 4,"Mike Archer is a newly appointed fire watcher in the Wyoming woods. While he's never done anything like this before, he needed something new after his mom passed. Now he hopes to spend his days in a tower above the trees looking for fires and working on his new book. But things aren't as quiet and peaceful as he hoped. Strange interference blasts over his radio at night and he starts seeing and hearing creepy noises in the woods. But are these odd occurrences actually happening or is he just going stir crazy? Hosted on Acast. See acast.com/privacy for more information.",Fiction,4.5,1300
sqkwxggh,CYBER,"Hacking. Hackers. Disinformation campaigns. Encryption. The Cyber. This stuff gets complicated really fast, but Motherboard spends its time embedded in the infosec world so you don't have to. Host Matthew Gault talks every week to Motherboard reporters about the stories they're breaking and to the industry's most famous hackers and researchers about the biggest news in cybersecurity. Hosted on Acast. See acast.com/privacy for more information.",Technology,4.0,518
nfoqst26,PlayStation Access,"We are PlayStation Access. Celebrating everything from the world of PlayStation, our podcast is dedicated to the joy of videogames; whether that's in detailed breakdowns of the latest releases or having a laugh with our brilliant community. Expect news and nonsense in equal measure.PlayStation Access is the official YouTube channel of PlayStation UK - a vibrant, welcoming community celebrating all things PlayStation. Join us for weekly livestreams, list features and in-depth coverage on all your favourite games.More from the PlayStation Access team:Ash's Twitter: http://twitter.com/ashmillmanDave's Twitter: http://twitter.com/DavidJackson_85Rob's Twitter: http://twitter.com/rob_pearson86Rosie's Twitter: https://twitter.com/Rosie_CaddickUse the hashtag #PodSquad on social media to send in your comments! Hosted on Acast. See acast.com/privacy for more information.",Leisure,5.0,90
